TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,7626,7626,1,Lariak,Lariak,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,49.88,49.66384655,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7667,7667,1,Mukobe,Mukobe,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,7.47,7.438398681,Not Applicable,0,Designated,1962,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33450,33450,1,Kakamega,Kakamega,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,197.924,196.7062069,Not Applicable,0,Designated,1933,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7707,7707,1,Perkerra Catchment,Perkerra Catchment,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,44.14,43.94325687,Not Applicable,0,Designated,1962,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7710,7710,1,Sanao,Sanao,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.92,2.903856035,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7645,7645,1,Marmanet,Marmanet,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,226.44,225.4794183,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7697,7697,1,Nyambeni,Nyambeni,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,54.54,54.29428163,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7579,7579,1,Kaptimom,Kaptimom,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.89,0.958330825,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7708,7708,1,Rumuruti,Rumuruti,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,65.51,65.22371193,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7683,7683,1,Ngare Ndare,Ngare Ndare,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,55.77,56.01824536,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7719,7719,1,South Nandi,South Nandi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,195.68,194.8156137,Not Applicable,0,Designated,1936,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7594,7594,1,Kibithewa,Kibithewa,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.06,2.379515301,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7654,7654,1,Metkei,Metkei,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,19.58,19.49357348,Not Applicable,0,Designated,1954,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33483,33483,1,Nanyungu,Nanyungu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.22,0.217246788,Not Applicable,0,Designated,1986,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-800,KEN,KEN,Not Applicable,Not Applicable
Polygon,7693,7693,1,Northern Tinderet,Northern Tinderet,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,262.85,261.6932771,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7547,7547,1,Chemorogok,Chemorogok,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,13.47,13.32020904,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7628,7628,1,Lembus,Lembus,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,169.28,168.5281792,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,33476,33476,1,Mumbaka,Mumbaka,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,4.44,4.418836186,Not Applicable,0,Designated,1986,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7726,7726,1,Timboroa,Timboroa,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,58.13,57.87676954,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7724,7724,1,Thuuri,Thuuri,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,7.32,7.284445237,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7661,7661,1,Mount Kenya,Mount Kenya,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2009.74,1986.567827,Not Applicable,0,Designated,1943,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7637,7637,1,Maji Mazuri,Maji Mazuri,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,78.09,77.74112632,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7542,7542,1,Bahati,Bahati,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,101.87,100.5599374,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7727,7727,1,Tinderet,Tinderet,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,281.67,280.4299958,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7703,7703,1,Ol Bolossat,Ol Bolossat,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,32.69,32.54972928,Not Applicable,0,Designated,1938,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7604,7604,1,Kilombe Hill,Kilombe Hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,15.543,15.27678665,Not Applicable,0,Designated,1936,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7601,7601,1,Kikingo,Kikingo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,12.343,11.9753794,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33496,33496,1,South Laikipia,South Laikipia,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,35,34.84487361,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7723,7723,1,Thunguru Hill,Thunguru Hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,5.54,5.516573044,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7662,7662,1,Mount Londiani,Mount Londiani,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,301.52,300.185047,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7590,7590,1,Kiagu,Kiagu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,13.66,13.54652876,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7651,7651,1,Menengai,Menengai,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,57.37,57.11335321,Not Applicable,0,Designated,1977,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7600,7600,1,Kijege,Kijege,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,32.962,32.88678405,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7682,7682,1,Nakuru,Nakuru,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,6.31,6.279975761,Not Applicable,0,Designated,1977,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7657,7657,1,Molo,Molo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,9.15,9.112985371,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7673,7673,1,Mutharanga,Mutharanga,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.93,2.918622511,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33464,33464,1,Lusoi,Lusoi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.68,2.665503531,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7730,7730,1,Transmara,Transmara,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,344.57,343.0495222,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33443,33443,1,Eastern Mau,Eastern Mau,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,649.71,657.758836,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7670,7670,1,Munguni,Munguni,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.89,1.884915435,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7581,7581,1,Karura,Karura,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,10.45,10.4062848,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7552,7552,1,Dagoretti,Dagoretti,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,7.64,7.703361795,Not Applicable,0,Designated,1938,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33499,33499,1,South West Mau,South West Mau,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,841.29,837.5826319,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7705,7705,1,Ol Pusimoru,Ol Pusimoru,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,172.58,170.0432781,Not Applicable,0,Designated,1957,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7555,7555,1,Eburu,Eburu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,87.15,86.97759767,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33498,33498,1,Southern Mau,Southern Mau,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.28,1.278230918,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7761,7761,1,Imba-Chakuyu,Imba-Chakuyu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,7.32,7.467888621,Not Applicable,0,Designated,1993,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7549,7549,1,Chepalungu,Chepalungu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,49.77,95.22648376,Not Applicable,0,Designated,1956,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7599,7599,1,Kijabe Hill,Kijabe Hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,7.0603,7.364425154,Not Applicable,0,Designated,1980,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7696,7696,1,Nuu,Nuu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,25.32,25.20452437,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7688,7688,1,Ngamba,Ngamba,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,11.41,11.36374088,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7570,7570,1,Kamiti,Kamiti,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.71,1.701871905,Not Applicable,0,Designated,1933,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7674,7674,1,Mutito,Mutito,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,19.75,19.66125576,Not Applicable,0,Designated,1962,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7592,7592,1,Kiambu,Kiambu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.8,1.486727498,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7666,7666,1,Muguga,Muguga,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.25,2.239125714,Not Applicable,0,Designated,1938,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7689,7689,1,Ngong Road,Ngong Road,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,10.39,10.34661071,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7557,7557,1,Embakasi,Embakasi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,5.73,5.887620887,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7658,7658,1,Momandu,Momandu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.44,1.434106805,Not Applicable,0,Designated,1955,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7648,7648,1,Mataa,Mataa,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.48,0.474422067,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7704,7704,1,Ololua,Ololua,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,6.39,6.365029186,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,33485,33485,1,Ngong Hills,Ngong Hills,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,30.81,30.67568094,Not Applicable,0,Designated,1985,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7583,7583,1,Katende,Katende,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,9.5,9.286826308,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7619,7619,1,Kitondu,Kitondu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,10.85,10.87770651,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7422,7422,1,Arabuko Sokoke,Arabuko Sokoke,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,417.64,414.9418019,Not Applicable,0,Designated,1943,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7676,7676,1,Mwachi,Mwachi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,3.81,3.790011301,Not Applicable,0,Designated,1938,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7655,7655,1,Mkongani North,Mkongani North,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,11.65,11.60337836,Not Applicable,0,Designated,1956,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7656,7656,1,Mkongani West,Mkongani West,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,14.08,14.016224,Not Applicable,0,Designated,1956,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7564,7564,1,Jombo,Jombo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,9.065,8.829707803,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7543,7543,1,Buda,Buda,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,6.7,6.673292282,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7664,7664,1,Mrima,Mrima,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,3.9,3.883740257,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7629,7629,1,Leroghi,Leroghi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,917.94,913.8870955,Not Applicable,0,Designated,1936,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7616,7616,1,Kitale Township,Kitale Township,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,4.01,3.410788092,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7729,7729,1,Toropket,Toropket,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.2,1.191083593,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7589,7589,1,Ketnwan,Ketnwan,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.47,0.437269291,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7735,7735,1,Tutwoin,Tutwoin,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.11,0.107788169,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7566,7566,1,Kabiok,Kabiok,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.14,0.141273323,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7714,7714,1,Sokta Hill,Sokta Hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.7,1.696902686,Not Applicable,0,Designated,1949,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7556,7556,1,Eldoret I and II,Eldoret I and II,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.5,1.511768666,Not Applicable,0,Designated,1966,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7652,7652,1,Lower Imenti,Lower Imenti,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,24.77,24.66442628,Not Applicable,0,Designated,1938,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,33482,33482,1,Namuluku,Namuluku,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.1,0.099361643,Not Applicable,0,Designated,1986,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-800,KEN,KEN,Not Applicable,Not Applicable
Polygon,33503,33503,1,Wanga,Wanga,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.95,0.945107636,Not Applicable,0,Designated,1986,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-800,KEN,KEN,Not Applicable,Not Applicable
Polygon,68332,68332,1,Kirima,Kirima,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,5.27,5.099589115,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,68334,68334,1,Muruai,Muruai,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,7.33,7.139462589,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7635,7635,1,Maatha,Maatha,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,6.32,6.292747819,Not Applicable,0,Designated,1959,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,33507,33507,1,Western Mau,Western Mau,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,227.48,226.4716642,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7598,7598,1,Kiganjo,Kiganjo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,3.022,1.710134804,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7671,7671,1,Muringato Nursery,Muringato Nursery,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.24,0.243245596,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7700,7700,1,Nyeri Hill,Nyeri Hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2,1.99490668,Not Applicable,0,Designated,1944,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,33488,33488,1,Nyeri Municipality,Nyeri Municipality,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.12,0.117195131,Not Applicable,0,Designated,1987,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
