TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,7816,7816,1,Njukini West,Njukini West,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,5.75,1.94421235,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7755,7755,1,Gwasi,Gwasi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,48.35,49.35708888,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-600,KEN,KEN,Not Applicable,Not Applicable
Polygon,7677,7677,1,Magumo North,Magumo North,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.4,2.388737305,Not Applicable,0,Designated,1978,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7681,7681,1,Nairobi Arboretum,Nairobi Arboretum,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.3,0.293898417,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-110,KEN,KEN,Not Applicable,Not Applicable
Polygon,7731,7731,1,Tulimani,Tulimani,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,3.28,3.266069606,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7739,7739,1,Utunene,Utunene,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.74,1.735501529,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,33486,33486,1,Mbooni North,Mbooni North,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.4,0.397001323,Not Applicable,0,Designated,1933,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7741,7741,1,Waiya,Waiya,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,3,2.989753881,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7569,7569,1,Kalimani,Kalimani,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.8,1.908468081,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7620,7620,1,Kitoo,Kitoo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.37,0.369547706,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,33497,33497,1,Mbooni South,Mbooni South,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.07,2.063536199,Not Applicable,0,Designated,1933,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7712,7712,1,Shimba,Shimba,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,189.68,188.8531358,Not Applicable,0,Designated,1956,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-300,KEN,KEN,Not Applicable,Not Applicable
Polygon,7595,7595,1,Kibwezi,Kibwezi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,58.5,23.01814411,Not Applicable,0,Designated,1936,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,7560,7560,1,Gogoni,Gogoni,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,8.24,7.833102505,Not Applicable,0,Designated,1932,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-300,KEN,KEN,Not Applicable,Not Applicable
Polygon,7582,7582,1,Kasigau,Kasigau,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.02,8.744324637,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-300,KEN,KEN,Not Applicable,Not Applicable
Polygon,7611,7611,1,Kipkabus,Kipkabus,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,67.5,88.67068802,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-700,KEN,KEN,Not Applicable,Not Applicable
Polygon,7630,7630,1,Leshau,Leshau,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.98,1.989749665,Not Applicable,0,Designated,1960,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-200,KEN,KEN,Not Applicable,Not Applicable
Polygon,7638,7638,1,Makongo-Kitui,Makongo-Kitui,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,24.47,32.21258087,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,KE-400,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759500,555759500,1,Boni Lungi,Boni Lungi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,399.26,401.0898299,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759502,555759502,1,Panda Nguo,Panda Nguo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,413.16,402.8667335,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759504,555759504,1,Boni Ijara,Boni Ijara,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,4514.31,4519.183741,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7792,7792,1,Maranga,Maranga,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,2.185,2.368877404,Not Applicable,0,Designated,2013,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7821,7821,1,Rangwa Hills,Rangwa Hills,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,12.9474,10.06212559,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759505,555759505,1,Mukutani,Mukutani,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,131.958,118.1336642,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759506,555759506,1,Loima Hills,Loima Hills,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,197.392,101.5505975,Not Applicable,0,Designated,2017,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759468,555759468,1,Bonjoge,Bonjoge,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,21.5,9.575485285,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7639,7639,1,Makongo-Machakos,Makongo-Machakos,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,34.317,26.03859882,Not Applicable,0,Designated,1961,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759474,555759474,1,Kiteta,Kiteta,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.223,0.275245186,Not Applicable,0,Designated,1933,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759476,555759476,1,Mangrove Swamps,Mangrove Swamps,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0.99279808,450.681,281.1155047,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759469,555759469,1,Figi,Figi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.004,0.00706833,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759490,555759490,1,Ngomeni,Ngomenyi,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.002,0.004707883,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759473,555759473,1,Kinyesha Mvua,Kinyesha Mvua,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.495,0.566286594,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759489,555759489,1,Ngangao,Ngangao,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.4,1.47910806,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759484,555759484,1,Mwachora,Mwachora,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.064,0.063259779,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759481,555759481,1,Mdengu,Mdengu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.0036,0.005706635,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759471,555759471,1,Goye,Goye,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.0823,0.101247231,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759486,555759486,1,Mwandongo,Mwandongo,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,6.9,7.023309225,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759501,555759501,1,Weni Mwana,Weni Mwana,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.05,0.062301835,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759483,555759483,1,Mtege,Mtege,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.0028,0.01234621,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759482,555759482,1,Modagache,Modagache,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.0028,0.043664049,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759503,555759503,1,Yale,Yale,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.2233,0.223454332,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759485,555759485,1,Mwakamu,Mwakamu,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.015,0.019389256,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759479,555759479,1,Mbili,Mbili,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,10.25,0.115598045,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759499,555759499,1,Weni Mbogo,Weni Mbogho,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.02,0.025058262,Not Applicable,0,Designated,1991,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,7636,7636,1,Mailuganji,Mailuganji,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,17.147,16.77257463,Not Applicable,0,Designated,1941,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759507,555759507,1,Wote Tree Nursery,Wote Tree Nursery,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.08823,0.019171192,Not Applicable,0,Designated,2023,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759508,555759508,1,Wajir Town Forest,Wajir Town Forest,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.059,0.058310282,Not Applicable,0,Designated,1986,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759509,555759509,1,Takaba hill,Takaba hill,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,11.7192,11.71062338,Not Applicable,0,Designated,2024,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759510,555759510,1,Masalani Tree Nursery,Masalani Tree Nursery,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.01484,0.014842696,Not Applicable,0,Designated,2023,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759511,555759511,1,Macalder,Macalder,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,24.9495,24.22185413,Not Applicable,0,Designated,2023,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759515,555759515,1,Ol Lengishu,Ol Lengishu,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,46.9,46.53671586,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759512,555759512,1,Dandu Hills,Dandu Hills,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,17.8,17.80729219,Not Applicable,0,Designated,2023,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759516,555759516,1,Upper Imenti,Upper Imenti,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,103.46,103.5613709,Not Applicable,0,Designated,1938,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759513,555759513,1,Bute Malaba,Bute Malaba,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,191.71,191.7388567,Not Applicable,0,Designated,2021,Federal or national ministry or agency,State,Kenya Forest Service,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759514,555759514,1,Sekerr,Sekerr,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,79.1,78.5564094,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785978,555785978,1,Museve,Museve,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.5,0.539699504,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759517,555759517,1,Kianjiru Hills,Kianjiru Hills,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,10.3,10.20011148,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785979,555785979,1,Kabonge,Kabonge,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.3,0.286310963,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555759518,555759518,1,Maasai Mau,Maasai Mau,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,464.5,461.3572336,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785977,555785977,1,Mai,Mai,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,5,4.919353264,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785980,555785980,1,Loita,Loita,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,415.7,412.9677406,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785981,555785981,1,Mnjonyi,Mnjonyi,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,1.31,1.300439944,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785982,555785982,1,Ronge,Ronge,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,3.16,3.136349461,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Polygon,555785983,555785983,1,Mwaganini,Mwaganini,Community Forest Reserve,Community Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0.35,0.348859759,Not Applicable,0,Established,1964,Local communities,Communal,Not Reported,Not Reported,State Verified,178,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Point,900698,900698,1,Lake Baringo,Lake Baringo,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vii),0,0,,314.69,,Not Applicable,0,Designated,2002,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,902734,902734,1,Lake Elmenteita,Lake Elmenteita,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vi),0,0,,108.8,,Not Applicable,0,Designated,2005,Not Reported,Not Reported,Not Reported,Management plan is implemented and is available,State Verified,1856,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,555555582,555555582,1,Tana River Delta Ramsar Site,Tana River Delta Ramsar Site,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(v)(vi)(vii)(viii),0,0,,1636,,Not Applicable,0,Designated,2012,Not Reported,Not Reported,Not Reported,Management plan is not implemented and not available,State Verified,1856,Not Reported,KEN,KEN,Not Applicable,Not Applicable
Point,2598,2598,1,South-Western Mau,South-Western Mau,Nature Reserve,Nature Reserve,National,IV,Not Applicable,0,0,,430.32,,Not Applicable,0,Designated,1961,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,2599,2599,1,Arabuko Sokoke,Arabuko Sokoke,Nature Reserve,Nature Reserve,National,IV,Not Applicable,0,0,,43.32,,Not Applicable,0,Designated,1979,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,2085,2085,1,Mount Kulal Biosphere Reserve,Mount Kulal Biosphere Reserve,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,,7000,,Not Applicable,0,Designated,1978,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,988,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,2086,2086,1,Mount Kenya,Mount Kenya,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,,717.59,,Not Applicable,0,Designated,1978,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,988,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,67745,67745,1,Amboseli National Park,Amboseli National Park,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,,4832.06,,Not Applicable,0,Designated,1991,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,988,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,901249,901249,1,Mount Elgon,Mount Elgon,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,,2088.21,,Not Applicable,0,Designated,2003,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,988,KE-800,KEN,KEN,Not Applicable,Not Applicable
Point,2087,2087,1,Malindi-Watamu,Malindi-Watamu,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,2,0,,196,,Not Reported,0,Designated,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,988,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,7424,7424,1,Kiunga,Kiunga,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,2,0,,600,,Not Reported,0,Designated,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,988,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,72265,72265,1,Boabab Farm,Boabab Farm,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,4,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,72268,72268,1,Lisa Ranch,Lisa Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,22.33,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,72272,72272,1,Konza Ranching and farming Co-operative,Konza Ranching and farming Co-operative,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,200,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,72274,72274,1,Male Ranch,Male Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,79.24,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-200,KEN,KEN,Not Applicable,Not Applicable
Point,72277,72277,1,Chololo Ranch,Chololo Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,59.5,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,72278,72278,1,Ol Maisot Ranch,Ol Maisot Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,120.19,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,72279,72279,1,Enganani Ranch,Enganani Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,21.04,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,72284,72284,1,Galana Ranch,Galana Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,6474.84,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,745,KE-400,KEN,KEN,Not Applicable,Not Applicable
Point,72290,72290,1,Kuku Group Ranch,Kuku Group Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,96,,Not Applicable,0,Designated,1988,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,72291,72291,1,Ol Doinyo Lamboro,Ol Doinyo Lamboro,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,72.64,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-700,KEN,KEN,Not Applicable,Not Applicable
Point,72293,72293,1,Mbulia Group Ranch,Mbulia Group Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,157.83,,Not Applicable,0,Designated,1993,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-300,KEN,KEN,Not Applicable,Not Applicable
Point,72294,72294,1,Kisima Farm Rumuruti,Kisima Farm Rumuruti,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,178.06,,Not Applicable,0,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-200,KEN,KEN,Not Applicable,Not Applicable
Point,72297,72297,1,Dawida Ranch,Dawida Ranch,Private Reserve,Private Reserve,National,Not Reported,Not Applicable,0,0,,44.52,,Not Applicable,0,Designated,1987,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,745,KE-300,KEN,KEN,Not Applicable,Not Applicable
